conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,knowledge,transversal,Telugu,released,ability to comprehend spoken and written Telugu and to speak and write in Telugu | Telugu | competent in Telugu,The Telugu language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/64ff8d5f-58a8-4efb-af5a-e161854b3e9a,skill/competence,transversal,understand spoken English,released,listen to English | understanding spoken English | comprehend spoken English | understand English speech | make sense of spoken English | understand spoken English | interpret spoken English,Comprehend orally expressed English.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,English
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/65a24ec1-e173-4bd6-b160-270346e0f4bf,skill/competence,transversal,write Irish,released,write Gaelic | write Irish Gaelic | write Irish | writing Irish | correspond in written Irish | show competency in written Irish,Compose written texts in Irish.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,Irish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66120d64-6f0f-4b89-8c4f-cd271f8cb7ca,skill/competence,transversal,understand spoken Romani,released,understand Romani speech | listen to Romani | interpret spoken Romani | comprehend spoken Romani | make sense of spoken Romani | understanding spoken Romani | understand spoken Romani,Comprehend orally expressed Romani.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,Romani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,knowledge,transversal,Galician,released,Galician | ability to comprehend spoken and written Galician and to speak and write in Galician | competent in Galician,The ​Galician language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/67e9583d-621a-42bd-8381-4e85c9e0923a,skill/competence,transversal,interact verbally in Norwegian,released,be fluent in Norwegian | communicate verbally in Norwegian | interact verbally in Norwegian | interacting verbally in Norwegian | verbally interact in Norwegian | speak Norwegian,Communicate orally in Norwegian.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,Norwegian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,knowledge,transversal,Russian,released,ability to comprehend spoken and written Russian and to speak and write in Russian | competent in Russian | Russian,The Russian language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/69eb9999-814b-4293-8d6c-633e49f64de4,skill/competence,transversal,write Swedish,released,show competency in written Swedish | writing Swedish | write Swedish | correspond in written Swedish,Compose written texts in Swedish.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,Swedish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b7968ae-34fc-44cf-bbe4-28bded032004,skill/competence,transversal,understand spoken Portuguese,released,listen to Portuguese | interpret spoken Portuguese | make sense of spoken Portuguese | understanding spoken Portuguese | understand spoken Portuguese | understand Portuguese speech | comprehend spoken Portuguese,Comprehend orally expressed Portuguese.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,Portuguese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6b99d4ad-f0aa-44bb-a75e-a65c32fc5d2f,skill/competence,transversal,understand written Romani,released,interpret written Romani | understanding written Romani | comprehend written Romany | understand Romani writing | read Romani | comprehend written Romani | understand written Romani | make sense of written Romani,Read and comprehend written texts in Romani.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,Romani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,knowledge,transversal,Croatian,released,ability to comprehend spoken and written Croatian and to speak and write in Croatian | competent in Croatian | Croatian,The Croatian language. Croatian is an official and working language of the EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6be5f174-9b46-4b76-9aa1-177f3845b615,skill/competence,transversal,interact verbally in Latvian,released,communicate verbally in Latvian | speak Latvian | interact verbally in Latvian | be fluent in Latvian | verbally interact in Latvian | interacting verbally in Latvian,Communicate orally in Latvian.,http://data.europa.eu/esco/skill/5de39924-769c-4301-82a5-525358dffe50,Latvian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,knowledge,transversal,English,released,competent in English | ability to comprehend spoken and written English and to speak and write in English | English,The English language. English is an official and working language of the EU.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6d4feb44-401c-480d-a05b-02ca8b38d7cd,skill/competence,transversal,write Malay,released,correspond in written Malay | writing Malay | show competency in written Malay | write Malaysian | write Malay,Compose written texts in Malay.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,Malay
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,knowledge,transversal,Berber,released,Berber | ability to comprehend spoken and written Berber and to speak and write in Berber | Tamazight | competent in Berber,The language family of Berber languages.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,knowledge,transversal,Belarusian,released,ability to comprehend spoken and written Belarusian and to speak and write in Belarusian | competent in Belarusian | Belarusian,The Belarusian language.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,languages | mastering languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/702d3840-308a-4d4a-ab61-f40f87d47fff,skill/competence,transversal,interact verbally in Chinese,released,interacting verbally in Chinese | be fluent in Chinese | interact verbally in Mandarin | speak Standard Chinese | speak Chinese | speak Mandarin | verbally interact in Chinese | interact verbally in Chinese | speak Cantonese | communicate verbally in Chinese,Communicate orally in Chinese.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,Chinese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7077db13-08c2-4482-918c-e6291e04f82b,skill/competence,transversal,understand written Japanese,released,interpret written Japanese | understanding written Japanese | understand Japanese writing | comprehend written Japanese | understand written Japanese | make sense of written Japanese | read Japanese,Read and comprehend written texts in Japanese.,http://data.europa.eu/esco/skill/39c675c4-af13-49db-bbed-cf762102f85e,Japanese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,skill/competence,transversal,interact verbally in Maltese,released,interacting verbally in Maltese | communicate verbally in Maltese | be fluent in Maltese | interact verbally in Maltese | verbally interact in Maltese | speak Maltese,Communicate orally in Maltese.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,Maltese
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/74e261bb-9a84-438b-9c6c-42e2a46613dc,skill/competence,transversal,interact verbally in Bulgarian,released,speak Bulgarian | interacting verbally in Bulgarian | communicate verbally in Bulgarian | be fluent in Bulgarian | verbally interact in Bulgarian | interact verbally in Bulgarian,Communicate orally in Bulgarian.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,Bulgarian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7629db63-5922-42fa-8c80-9575526f7326,skill/competence,transversal,write Greek,released,show competency in written Greek | correspond in written Greek | write Greek | writing Greek,Compose written texts in Greek.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,Greek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/76506870-aeac-4bc2-96b2-cbc6702601ea,skill/competence,transversal,write Norwegian,released,show competency in written Norwegian | correspond in written Norwegian | write Bokmal | write Norwegian | writing Norwegian | write Nynorsk,Compose written texts in Norwegian.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,Norwegian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/767f8edf-372a-490b-9346-54de0ba8c654,skill/competence,transversal,understand spoken Slovenian,released,understanding spoken Slovenian | understand spoken Slovenian | make sense of spoken Slovenian | listen to Slovenian | comprehend spoken Slovene | comprehend spoken Slovenian | interpret spoken Slovenian | understand Slovenian speech,Comprehend orally expressed Slovenian.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,Slovenian
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/768e19df-be76-4e55-9120-8d1b07306293,skill/competence,transversal,understand written Telugu,released,understand written Telugu | understanding written Telugu | interpret written Telugu | make sense of written Telugu | understand Telugu writing | read Telugu | comprehend written Telugu,Read and comprehend written texts in Telugu.,http://data.europa.eu/esco/skill/64fe09ac-f419-4c04-8997-d1dde2e31bfc,Telugu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/78001945-0117-4dc7-ae8e-6c6800f1ffd8,skill/competence,transversal,understand written Berber,released,comprehend written Berber | read Berber | understanding written Berber | interpret written Berber | make sense of written Berber | understand written Berber | understand Berber writing | comprehend written Tamazight,Read and comprehend written texts in Berber.,http://data.europa.eu/esco/skill/6f34bd05-1297-4913-92ff-85a604242b2f,Berber
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7866045d-4d36-45e6-aa60-a8107f43e5b1,skill/competence,transversal,interact verbally in Irish,released,be fluent in Irish | communicate verbally in Irish | interact verbally in Irish | verbally interact in Irish | speak Irish Gaelic | interacting verbally in Irish | speak Irish | speak Gaelic,Communicate orally in Irish.,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,Irish
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,skill/competence,transversal,interact verbally in Punjabi,released,be fluent in Punjabi | interacting verbally in Punjabi | interact verbally in Punjabi | communicate verbally in Punjabi | verbally interact in Punjabi | speak Punjabi | speak Panjabi,Communicate orally in Punjabi.,http://data.europa.eu/esco/skill/e05b9e06-d298-4646-b762-acbd485a20e9,Punjabi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79444b07-be9c-4cf9-ac91-04e52b2ac1a0,skill/competence,transversal,understand spoken Slovak,released,make sense of spoken Slovak | listen to Slovak | understanding spoken Slovak | understand spoken Slovak | understand Slovak speech | comprehend spoken Slovak | interpret spoken Slovak,Comprehend orally expressed Slovak.,http://data.europa.eu/esco/skill/246980fe-6222-4852-ade8-b372f7e0fd20,Slovak
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a86907d-1fd5-4e8f-b0f1-f366a14f6f6d,knowledge,transversal,Javanese,released,basa jawa | ability to comprehend spoken and written Javanese and to speak and write in Javanese | Javanese | cara jawa | competent in Javanese,The Javanese language.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,mastering languages | languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7bd84008-afc2-4f72-8b49-a1dc4723d479,skill/competence,transversal,understand spoken Finnish,released,comprehend spoken Finnish | understand spoken Finnish | listen to Finnish | understand Finnish speech | understanding spoken Finnish | interpret spoken Finnish | make sense of spoken Finnish,Comprehend orally expressed Finnish.,http://data.europa.eu/esco/skill/0e3493f4-0cad-4fbc-8e02-025f169b8114,Finnish
