conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9,e-agriculture,released,knowledge,sector-specific,smart agriculture | information and communication technology in agriculture,"The design and application of innovative ICT solutions in agriculture, horticulture, viniculture, fishery, forestry and livestock management.",http://data.europa.eu/esco/isced-f/0811 | http://data.europa.eu/esco/skill/d908a818-70ef-419e-9d60-8f459114cb2f,crop and livestock production | use e-services
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,mobile operating systems,released,knowledge,sector-specific,Sailfish OS | cell phone  operating systems | Ubuntu Touch OS | Firefox OS | Tizen,"The features, restrictions, architectures and other characteristics of operating systems designed to run on mobile devices, such as Android or iOS.",http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272 | http://data.europa.eu/esco/isced-f/0613,operating systems | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,manage software releases,released,skill/competence,occupation-specific,manage software releases,Examine and approve suggested software development releases. Manage further release process.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,developing operational policies and procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D modelling,released,knowledge,cross-sector,3D designing | three-dimensional modelling | 3D modeling | 3D rendering | 3D graphics | 3D representation,The process of developing a mathematical representation of any three-dimensional surface of an object via specialised software. The product is called a 3D model. It can be displayed as a two-dimensional image through a process called 3D rendering or used in a computer simulation of physical phenomena. The model can also be physically created using 3D printing devices.,http://data.europa.eu/esco/isced-f/0541,mathematics
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,data analytics,released,knowledge,cross-sector,,The science of analysing and making decisions based on raw data collected from various sources. Includes knowledge of techniques using algorithms that derive insights or trends from that data to support decision-making processes.,http://data.europa.eu/esco/isced-f/0612,database and network design and administration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,released,knowledge,sector-specific,QV Expressor | QVE | QlikView Expressor,"The computer program QlikView Expressor is a tool for integration of information from multiple applications, created and maintained by organisations, into one consistent and transparent data structure, developed by the software company Qlik.",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"data extraction, transformation and loading tools | database and network design and administration"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97c1895a-a890-47da-abfc-79dc272add2e,use online conventions of netiquette,released,skill/competence,cross-sector,observe netiquette | use online conventions of netiquette | able to use online conventions of netiquette | apply online conventions of netiquette | make use of online conventions of netiquette | utilise online conventions of netiquette | using online conventions of netiquette,Apply behavioural norms and know-how while using digital technologies and interacting in digital environments. Adapt communication strategies to the specific audience and be aware of cultural and generational diversity in digital environments.,http://data.europa.eu/esco/skill/574257ea-7b64-4100-b7b6-e27c233fe143,digital communication and collaboration
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872,operate GPS systems,released,skill/competence,cross-sector,use GPS systems | GPS systems using | operating GPS systems | operating global positioning systems | using GPS systems | use global positioning systems | global positioning systems operating | GPS systems operating | global positioning systems using | operate global positioning systems | using global positioning systems | operate GPS systems,Use GPS Systems.,http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,use customer relationship management software,released,skill/competence,cross-sector,adopt customer relationship management software | using customer relationship management software | use customer relationship management software | use a customer relationship management software programme | operate customer relationship management software | apply customer relationship management software | use of customer relationship management software | handle customer relationship management software,"Use specialised software to manage company’s interactions with current and future customers. Organise, automate and synchronise sales, marketing, customer service, and technical support, to increase targeted sales.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99207709-d076-4cce-ba38-e90d3bb28806,resource description framework query language,released,knowledge,sector-specific,resource description framework query language | SPARQL | RDF query language,The query languages such as SPARQL which are used to retrieve and manipulate data stored in Resource Description Framework format (RDF).,http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586 | http://data.europa.eu/esco/isced-f/0613,query languages | software and applications development and analysis
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/993b1e23-f2de-4bd8-b33f-f86dde1c8e9d,CoffeeScript,released,knowledge,sector-specific,CoffeeScript,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in CoffeeScript.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,software and applications development and analysis | computer programming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9973a5a2-7822-4161-99e9-95c781eb63f8,Objective-C,released,knowledge,sector-specific,Objective C plus plus | Objective-C 2.0 | Objective-C | Objective C | Object C | Objective-C++ | Obj C | Smalltalk and C | Obj-c | Objective C++ | Objc | C and Smalltalk | Object-C | Obj-C | ObjectiveC | Objective-c | ObjC | Objective c,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Objective-C.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97,software and applications development and analysis | computer programming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99814cb0-5f6c-4663-99a4-af28b11d5d2f,healthcare data systems,released,knowledge,occupation-specific,healthcare data systems | healthcare data system types | types of healthcare data systems | healthcare data system | healthcare user data management | health care data systems,The types of systems that manage and maintain healthcare user data.,http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9983816d-cc78-4d3f-9e3c-c7baa9ebc77a,computer equipment,released,knowledge,sector-specific,computer | computing equipment | computer equipment | computer machinery | computer devices | computer apparatus | computer machines | a computer,"The offered computers, computer peripheral equipment and software products, their functionalities, properties and legal and regulatory requirements.",http://data.europa.eu/esco/isced-f/0611 | http://data.europa.eu/esco/skill/d6d3fee7-47e2-47f4-a0ec-6c75f28c6abd,computer use | product comprehension
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a35cb50-8106-45f9-8aba-2df99dd6f913,ABBYY FineReader,released,knowledge,sector-specific,ABBYY FineReader,"The computer program ABBYY FineReader is software that electronically converts printed and typed images into machine-encoded text so that documents can be electronically stored, edited and digitally displayed.",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/12c82224-6394-4c3c-9831-2a8198ed1274,software and applications development and analysis | optical character recognition software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,record multi-track sound,released,skill/competence,sector-specific,record audio on a multi-track | record a multi-track sound | record sounds on multi-track | record multi-track sound | record multi-track audio,Recording and mixing audio signals from different sound sources on a multi-track recorder.,http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ab0a456-e4f6-4070-a360-46e1009b6c0d,use CAE software,released,skill/competence,sector-specific,work with CAE software | manage CAE software | utilise CAE software | use CAE softwares | apply computer-aided engineering software | be familiar with CAE software | make use of CAE software | employ CAE software | use computer-aided engineering software | use CAE software,Work with computer-aided engineering (CAE) tools to perform analysis tasks such as Finite Element Analysis and Computational Fluid Dynamics.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b30c8fd-6467-4d16-99e0-32899a9ceec0,lay out digital written content,released,skill/competence,cross-sector,laying out digital written content | lay out digital written content | format digital written content | lay out digital written contents | paginate digital written content,"Lay out pages by selecting sizes, styles and entering text and graphics into computer systems.",http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,entering and transforming information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b9de2a4-d8af-4a7b-933a-a8334ae60067,JavaScript Framework,released,knowledge,sector-specific,JavaScript Framework,"The JavaScript software development environments which provide specific features and components ( such as HTML generation tools, Canvas support or Visual design) that support and guide JavaScript web applications development.",http://data.europa.eu/esco/isced-f/0612 | http://data.europa.eu/esco/skill/24c200e5-be20-4370-a137-ab53797f3a17,database and network design and administration | software frameworks
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba355be-f119-42b6-a7d6-52f6ce2e4a3f,design circuits using CAD,released,skill/competence,cross-sector,design basic circuits using CAD | design circuits using CAD | CAD circuit design | designing of circuits using CAD | using CAD to design circuits | use CAD to design circuits | design circuits using computer assisted design software | use CAD software for circuit design | designing circuits using CAD | circuit design using CAD,Draught sketches and design electronic circuitry; utilise Computer Aided Design (CAD) software and equipment.,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233 | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,designing electrical or electronic systems or equipment | use CAD software
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,released,skill/competence,sector-specific,balance database resources,"Stabilise the workload and resources of a database, by controlling the demand of transactions, allocating disk spaces and ensuring reliability of the servers in order to optimise cost and risk ratio.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f | http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1,"managing, gathering and storing digital data | manage database | use databases"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bb7a97a-1a16-431e-8ea6-ad0f9f59aa0a,control objectives for information and related technology,released,knowledge,occupation-specific,control objectives for information and related technology | COBIT,"The risk and controls framework such as Control Objectives for Information and Related Technology (COBIT), which supports decision makers to resolve the gap between business risks, requirements and technical issues.",http://data.europa.eu/esco/isced-f/0322,"library, information and archival studies"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bc3b9ae-50d8-4a32-857e-8cf8d9b4ba8e,3D body scanning technologies,released,knowledge,sector-specific,technologies for body scanning | 3D body scan technologies | 3D body scanning technologies | 3D body scan | technologies for 3D body scanning,The principles and usage of technologies for 3D body scanning used to capture the size and shape of the human body.,http://data.europa.eu/esco/isced-f/0914,medical diagnostic and treatment technology
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bfae677-2b7f-49bf-b7eb-2ade795df734,prepare digital art for master photograph,released,skill/competence,sector-specific,produce photograph master of digital art | prepare digital art for master photograph | digital art preparation for master photograph | prepare digital art for master copy | digital art preparation for  master copy | produce digital art for master photograph | produce digital art for master copy | prepare and photograph digital art,"Assemble, typeset, scan and produce digital art ready to be photographed as a master copy.",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,using digital tools for processing sound and images
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c48a5cc-d4a5-4cef-93f7-504902f35319,id Tech,released,knowledge,sector-specific,id Tech 5 | id Tech 2 | id Tech | id Tech 3 | id Tech 4 | id Tech 1 | id Tech 6,"The game engine id Tech which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",http://data.europa.eu/esco/isced-f/0211 | http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,audio-visual techniques and media production | digital game creation systems
